City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
359,bodo,67.28,14.405,7.1,90,75,1.54,NO,1744984238
360,bozuyuk,39.9078,30.0367,23.2,35,66,4.43,TR,1744984238
361,tralee,52.2704,-9.7026,10.14,93,100,5.66,IE,1744984239
362,chimoio,-19.1164,33.4833,17.92,100,100,8.23,MZ,1744984239
363,rumonge,-3.9736,29.4386,25.08,80,77,0.88,BI,1744984239
364,watsa,3.0372,29.5355,25.1,68,100,5.23,CD,1744984239
365,lenino,45.2986,35.7771,18.17,44,0,4.67,UA,1744984239
366,kangding,30.0513,101.9603,11.65,89,99,0.05,CN,1744984239
367,rongelap,11.1635,166.8941,26.99,78,89,8.74,MH,1744984240
368,coahuayana de hidalgo,18.7,-103.6583,25.79,23,8,0.76,MX,1744984240
369,vorgashor,67.5833,63.95,-13.5,97,78,2.33,RU,1744984240
370,cisterniga,41.6129,-4.687,14.74,71,75,12.35,ES,1744984240
371,al qitena,14.8648,32.3668,39.01,3,10,4.19,SD,1744984240
372,tevriz,57.509,72.4042,-3.17,58,96,3.6,RU,1744984240
373,orapa,-21.2833,25.3667,22.76,58,100,6.16,BW,1744984240
374,calama,-22.4667,-68.9333,11.27,9,0,10.29,CL,1744983992
375,melfort,52.8667,-104.6177,-5.93,79,100,2.57,CA,1744984121
376,guiuan,11.0333,125.7247,28.91,73,93,5.45,PH,1744984241
377,el granada,37.5027,-122.4694,11.18,90,100,3.09,US,1744984241
378,sondrio,46.169,9.8692,16.74,68,100,2.18,IT,1744984241
379,zag,46.9441,99.165,3.03,40,20,2.52,MN,1744984241
380,nuku'alofa,-21.1333,-175.2,26.19,89,75,2.06,TO,1744983917
381,taroa,8.7058,171.2275,26.76,74,100,7.58,MH,1744984242
382,lompoc,34.6391,-120.4579,12.4,78,100,3.09,US,1744984242
383,antonio enes,-16.2325,39.9086,26.61,82,97,5.46,MZ,1744984242
384,san jeronimo de juarez,17.1333,-100.4667,27.4,29,48,0.69,MX,1744984242
385,sao jose da coroa grande,-8.8978,-35.1478,29.27,61,20,4.51,BR,1744984242
386,syktyvkar,61.6764,50.8099,18.85,32,20,4.0,RU,1744984242
387,nelson,-41.2833,173.2833,19.6,87,100,1.47,NZ,1744984242
388,san alberto,7.7611,-73.3922,28.93,73,100,1.68,CO,1744984243
389,gremyachevo,54.7503,38.5869,22.9,52,32,3.87,RU,1744984243
390,neryungri,56.6709,124.6491,-1.76,90,100,0.46,RU,1744984243
391,kenora,49.8167,-94.4337,0.54,93,100,4.12,CA,1744984243
392,albemarle,35.3501,-80.2001,18.12,69,0,3.6,US,1744984243
393,khandyga,62.6667,135.6,-10.17,94,66,1.75,RU,1744984243
394,viedma,-40.8135,-62.9967,14.12,54,72,10.31,AR,1744983993
395,grand falls-windsor,48.9332,-55.6649,5.84,59,75,1.79,CA,1744984056
396,loen,7.7601,168.2307,26.86,76,100,6.84,MH,1744984244
397,vuktyl,63.8567,57.3094,-1.26,95,100,3.13,RU,1744984244
398,kill devil hills,36.0307,-75.676,18.88,69,0,3.6,US,1744984244
399,changli,39.7042,119.1506,8.54,90,100,1.1,CN,1744984244
400,timbuktu,16.7735,-3.0074,40.5,6,37,2.31,ML,1744984244
401,kijang,35.2442,129.2139,15.85,88,5,4.2,KR,1744984244
402,brandon,27.9378,-82.2859,24.55,70,0,4.12,US,1744984244
403,pontes e lacerda,-15.2261,-59.3353,29.18,69,43,2.13,BR,1744984245
404,marquette,46.5333,-87.6335,9.39,94,97,2.24,US,1744984245
405,bardai,11.65,7.2333,39.37,7,17,4.1,NG,1744984245
406,chinchilla,-26.75,150.6333,15.47,44,5,3.93,AU,1744984245
407,walvis bay,-22.9575,14.5053,18.76,67,18,3.52,NA,1744984245
408,saint-louis,16.3333,-15.0,38.26,11,88,3.18,SN,1744984245
409,ivancice,49.1014,16.3775,15.01,88,100,4.63,CZ,1744984246
410,saint-francois,46.4154,3.9054,15.93,47,0,4.63,FR,1744984246
411,madalena,41.2162,-8.3345,14.31,86,60,6.67,PT,1744984246
412,nyurba,63.2842,118.3319,2.37,92,100,3.93,RU,1744984246
413,ola,59.5833,151.2833,-5.05,79,60,4.09,RU,1744984246
414,canchungo,12.0672,-16.0333,34.51,28,69,4.49,GW,1744984246
415,melitopol,46.8422,35.3731,18.68,32,0,6.56,UA,1744984246
416,nagqu,31.5,92.0,3.62,23,96,4.37,CN,1744984247
417,sisimiut,66.9395,-53.6735,-1.5,61,100,1.43,GL,1744984247
418,loukhi,66.0764,33.0381,9.28,91,100,5.12,RU,1744984247
419,khadan khak,30.7477,67.7085,22.09,16,0,8.43,PK,1744984247
420,nizhniy kuranakh,58.8353,125.4869,-6.89,96,19,1.3,RU,1744984247
421,cockburn town,21.4612,-71.1419,25.98,78,40,4.12,TC,1744983966
422,bria,6.5423,21.9863,36.62,23,93,1.71,CF,1744984248
423,cole harbour,44.6724,-63.4751,7.76,50,6,4.47,CA,1744984248
424,cotoca,-17.8167,-63.05,25.92,88,75,6.69,BO,1744984248
425,santa rosa de copan,14.7667,-88.7833,20.01,82,100,1.13,HN,1744984248
426,halabjah,35.1778,45.9861,20.82,27,2,3.48,IQ,1744984248
427,kayangel,8.0823,134.7173,29.07,75,72,7.61,PW,1744984249
428,palikir - national government center,6.9248,158.1611,27.41,74,40,2.57,FM,1744984249
429,conde,-7.2597,-34.9075,30.7,58,40,2.06,BR,1744984082
430,awjilah,29.1081,21.2869,32.54,16,5,4.1,LY,1744984249
431,ulladulla,-35.35,150.4667,15.05,77,1,2.39,AU,1744984249
432,basco,20.4487,121.9702,26.89,75,0,0.37,PH,1744984249
433,castillos,-34.1667,-53.8333,19.87,73,44,4.32,UY,1744984249
434,kamien pomorski,53.9685,14.7726,15.1,78,100,4.06,PL,1744984086
435,kovur,14.4833,79.9833,28.27,82,1,6.34,IN,1744984250
436,hilo,19.7297,-155.09,21.94,85,75,2.24,US,1744984250
437,dhidhdhoo,6.8833,73.1,28.77,74,100,3.62,MV,1744984250
438,rosario oeste,-14.8361,-56.4275,29.94,68,26,1.88,BR,1744984250
439,todaraisingh,26.0167,75.4833,37.66,11,0,7.32,IN,1744984250
440,koksan,38.7819,126.6664,14.22,52,97,0.38,KP,1744984250
441,shentala,54.45,51.4833,13.47,80,90,5.48,RU,1744984217
442,liman,48.9884,37.8023,22.13,30,37,3.87,UA,1744984251
443,skovorodino,53.9833,123.9167,2.01,96,100,1.13,RU,1744984251
444,veraval,20.9,70.3667,27.31,79,0,7.0,IN,1744984251
445,alegria,9.4669,125.5772,25.01,87,99,2.44,PH,1744984251
446,ishigaki,24.3448,124.1572,23.07,100,75,4.12,JP,1744984251
447,mejit,10.2753,170.8646,26.82,76,38,7.82,MH,1744984252
448,pimentel,-6.8367,-79.9342,21.16,83,20,2.57,PE,1744984252
449,nadym,65.5333,72.5167,-8.38,89,100,7.44,RU,1744984252
450,lerwick,60.1545,-1.1494,8.11,61,11,4.57,GB,1744984252
451,dzhangala,49.2167,50.3333,22.96,30,97,4.17,KZ,1744984252
452,sharkawshchyna,55.3713,27.4706,24.35,48,4,4.94,BY,1744984252
453,dubbo,-32.25,148.6167,12.07,71,5,2.06,AU,1744984253
454,alesund,62.4723,6.1549,10.18,61,0,10.29,NO,1744984253
455,preston,53.7667,-2.7167,12.73,73,100,7.9,GB,1744984253
456,bargaal,11.2864,51.0773,28.76,58,5,4.11,SO,1744984253
457,obubra,6.0752,8.329,39.34,30,15,2.0,NG,1744984253
458,aydarken,39.9443,71.3429,6.35,87,97,1.07,KG,1744984253
459,nagar karnul,16.4821,78.3247,29.8,42,48,3.19,IN,1744984253
460,rocky mount,35.9382,-77.7905,17.88,77,0,2.06,US,1744984167
461,yarmouth,41.7057,-70.2286,12.3,43,0,2.57,US,1744984254
462,pelabuhanratu,-6.9875,106.5514,26.63,88,100,0.06,ID,1744984254
463,prince george,53.9166,-122.753,2.94,69,100,3.6,CA,1744984123
464,vernon,50.2581,-119.2691,3.58,60,45,4.12,CA,1744984057
465,rasht,37.2808,49.5832,16.9,48,20,3.09,IR,1744984254
466,sault ste. marie,46.5168,-84.3333,5.16,93,100,3.6,CA,1744984175
467,taksimo,56.3444,114.8794,0.69,72,0,0.34,RU,1744984255
468,motueka,-41.1333,173.0167,20.05,98,100,2.33,NZ,1744984255
469,carbonear,47.7332,-53.2148,7.91,77,71,5.79,CA,1744984255
470,buka,40.8108,69.1986,15.57,62,96,5.55,UZ,1744984255
471,labytnangi,66.6572,66.4183,-12.19,89,13,2.37,RU,1744984255
472,oltinko'l,40.8011,72.1634,17.21,72,75,1.03,UZ,1744984255
473,barra de santo antonio,-9.4047,-35.5072,28.73,62,6,4.58,BR,1744984255
474,ponta delgada,37.7333,-25.6667,18.44,63,40,7.72,PT,1744984256
475,edmundston,47.3737,-68.3251,3.75,41,0,6.17,CA,1744984124
476,bamboo flat,11.7,92.7167,28.05,83,40,1.54,IN,1744984256
477,egilsstadir,65.2653,-14.3948,0.95,69,75,4.12,IS,1744984256
478,xinyuan,37.3,99.0,3.76,18,0,2.96,CN,1744984256
479,qinhuangdao,39.9317,119.5883,8.93,89,100,1.64,CN,1744984256
480,kattivakkam,13.2167,80.3167,31.05,80,24,5.93,IN,1744984256
481,qobustan,40.0824,49.412,15.83,49,6,2.7,AZ,1744984256
482,tanjung pandan,-2.75,107.65,26.79,80,78,1.49,ID,1744984257
483,port hedland,-20.3167,118.5667,28.03,78,1,2.06,AU,1744984054
484,hirara,24.8,125.2833,22.15,94,19,3.6,JP,1744984257
485,uyovu,-3.2833,31.5258,24.46,73,68,1.5,TZ,1744984257
486,fukuecho,32.6881,128.8419,17.17,96,0,3.24,JP,1744984024
487,homestead meadows south,31.811,-106.1643,17.55,22,12,7.39,US,1744984257
488,kudahuvadhoo,2.6708,72.8944,29.26,73,11,5.77,MV,1744984257
489,dolinsk,47.35,142.8,0.58,97,51,0.42,RU,1744984257
490,mathba,22.2855,89.9629,25.27,76,2,2.54,BD,1744984258
491,baoding,38.8511,115.4903,7.69,81,100,2.07,CN,1744984258
492,axim,4.8699,-2.2405,29.87,69,44,4.85,GH,1744984258
493,aktau,43.65,51.2,21.32,50,61,1.85,KZ,1744984258
494,kalach-na-donu,48.691,43.5264,22.31,26,29,2.47,RU,1744984258
495,dzhalagash,45.0833,64.6667,17.47,20,25,4.09,KZ,1744984258
496,sagalo,12.2007,-10.6996,37.42,24,77,2.43,ML,1744984259
497,orcopampa,-15.2661,-72.3417,12.83,53,98,1.7,PE,1744984259
498,mombetsu,44.3525,143.3525,5.2,86,87,2.88,JP,1744984259
499,bassar,9.25,0.7833,39.5,24,39,2.22,TG,1744984259
500,jijel,36.8205,5.7667,20.97,56,0,2.06,DZ,1744984259
501,boyolangu,-8.1181,111.8935,27.47,98,100,0.78,ID,1744984259
502,ta`u,-14.2336,-169.5144,27.65,73,99,6.05,AS,1744984259
503,papao,-17.75,-149.55,23.82,86,100,9.89,PF,1744984260
504,quellon,-43.1167,-73.6167,10.78,83,15,1.9,CL,1744984260
505,vila franca do campo,37.7167,-25.4333,18.27,99,0,4.44,PT,1744984260
506,virginia beach,36.8529,-75.978,20.03,64,40,4.12,US,1744984002
507,zemio,5.0314,25.1361,25.97,68,97,3.78,CF,1744984260
508,vilyuchinsk,52.9306,158.4028,0.15,92,93,1.26,RU,1744984260
509,sa dec,10.3,105.7667,25.99,77,99,4.97,VN,1744984261
510,artemovskiy,57.3555,61.8686,2.3,52,100,1.64,RU,1744984261
511,suwayr,30.1171,40.3893,26.29,14,0,1.24,SA,1744984261
512,ishqoshim,36.7248,71.6133,7.07,88,82,2.8,TJ,1744984261
513,ganjam,19.3833,85.0667,28.97,73,0,8.4,IN,1744984261
514,puerto armuelles,8.2833,-82.8667,27.83,71,98,1.79,PA,1744984261
515,comodoro rivadavia,-45.8667,-67.5,10.92,62,0,5.14,AR,1744984076
516,fort scott,37.8398,-94.7083,20.88,79,79,9.4,US,1744984262
517,lazaro cardenas,17.9583,-102.2,24.5,56,76,1.87,MX,1744984262
518,bussoleno,45.1403,7.1464,18.25,59,61,2.68,IT,1744984262
519,saipan,15.1355,145.701,27.39,74,40,7.2,MP,1744984262
520,phan rang-thap cham,11.5667,108.9833,26.88,82,96,1.2,VN,1744984262
521,sangmelima,2.9333,11.9833,31.6,46,100,1.53,CM,1744984262
522,magadan,59.5667,150.8,-5.7,78,26,3.74,RU,1744984262
523,mao,39.8885,4.2658,18.31,82,40,5.66,ES,1744984263
524,san jose del guaviare,2.5729,-72.6459,26.87,81,84,1.62,CO,1744984124
525,vilyuysk,63.7553,121.6247,0.91,91,100,4.17,RU,1744984263
526,canmore,51.0834,-115.3521,-2.94,68,31,1.54,CA,1744984263
527,smithers,54.7804,-127.1743,3.18,75,100,1.03,CA,1744984263
528,cidreira,-30.1811,-50.2056,23.57,77,93,2.05,BR,1744984263
529,woodward,36.4337,-99.3904,9.42,61,0,7.2,US,1744984149
530,port-vila,-17.7338,168.3219,21.78,100,20,1.03,VU,1744984264
531,oppdal,62.5943,9.6912,7.56,61,35,0.63,NO,1744984264
532,zonguldak,41.25,31.8333,18.87,59,82,1.87,TR,1744984264
533,turpan,42.9333,89.1667,22.84,23,92,3.16,CN,1744984264
534,nago,26.5881,127.9761,21.18,90,97,3.12,JP,1744984264
535,kizel,59.0471,57.6477,-0.43,86,100,0.89,RU,1744984264
536,lincoln,40.8,-96.667,9.05,72,100,10.8,US,1744984097
537,abeche,13.8292,20.8324,40.01,6,0,0.0,TD,1744984264
538,laojunmiao,39.8333,97.7333,13.57,20,2,3.45,CN,1744984265
539,oriximina,-1.7656,-55.8661,30.91,60,16,2.2,BR,1744984265
540,malvan,16.0667,73.4667,28.34,72,14,4.0,IN,1744984265
541,isangel,-19.55,169.2667,24.07,78,100,1.26,VU,1744984265
542,acarau,-2.8856,-40.12,29.88,65,72,5.92,BR,1744984215
543,guymon,36.6828,-101.4816,3.0,65,0,8.23,US,1744984268
544,vicuna mackenna,-33.9197,-64.3922,17.54,67,78,3.86,AR,1744984268
545,kiruna,67.8557,20.2251,5.51,61,37,5.14,SE,1744984268
546,talara,-4.5772,-81.2719,23.42,64,75,9.77,PE,1744984268
547,hajo,26.25,91.5333,25.02,88,75,0.0,IN,1744984268
548,namtsy,62.7161,129.6658,0.02,90,100,2.36,RU,1744984269
549,jalal-abad,40.9333,73.0,12.75,93,100,1.27,KG,1744984269
550,rocha,-34.4833,-54.3333,18.98,74,100,5.59,UY,1744984269
551,patnanungan,14.7833,122.1833,28.92,82,52,5.16,PH,1744984269
552,escanaba,45.7453,-87.0646,8.47,95,20,3.6,US,1744984070
553,lycksele,64.5954,18.6735,13.93,41,97,7.72,SE,1744984269
554,ione,38.3527,-120.9327,10.75,100,100,0.0,US,1744984269
555,zarghun shahr,32.8473,68.4457,19.8,19,75,9.42,AF,1744984269
556,acajutla,13.5928,-89.8275,29.75,58,94,1.33,SV,1744984270
557,tofol,5.3248,163.0078,27.68,80,80,8.26,FM,1744984270
558,jumla,29.2747,82.1838,12.73,86,87,1.69,NP,1744984270
